timestamp,lat,lon,altitude,speed,direction,waypoint_ID,temp_c,humidity,wind_kph,wind_degree,pressure_mb,cloud,feelslike_c,dewpoint_c,vis_km,gust_kph,uv,route_id,wind_sin,wind_cos,cluster
1739599373,26.201519525524564,77.22425138027026,36000,452,358,79,16.6,31,2.5,,1011.0,7,16.6,-0.7,10.0,5.3,0.0,0,0.4226182617406995,-0.90630778703665,2
1739685955,26.201519525524564,77.22425138027026,35975,430,357,79,16.4,43,9.4,,1010.0,12,16.4,4.0,10.0,19.7,0.0,1,0.9975640502598242,0.0697564737441252,2
1739774329,26.201519525524564,77.22425138027026,34050,434,357,79,17.3,39,8.3,,1014.0,8,17.3,3.1,10.0,17.4,0.0,2,0.9876883405951378,-0.1564344650402308,2
1739858441,26.201519525524564,77.22425138027026,34950,424,356,79,19.8,37,8.6,,1014.0,24,19.8,4.7,10.0,16.4,0.0,3,0.9702957262759964,-0.2419218955996677,2
1739944706,26.201519525524564,77.22425138027026,35975,423,357,79,17.8,41,1.4,,1012.0,3,17.9,4.6,10.0,3.0,0.0,4,0.4226182617406994,0.90630778703665,2
1740116916,26.201519525524564,77.22425138027026,28700,392,357,79,16.0,43,10.4,,1015.0,2,16.0,3.5,10.0,21.9,0.0,5,0.8090169943749475,0.5877852522924731,2
1740464379,26.201519525524564,77.22425138027026,34000,404,357,79,17.4,31,5.8,,1018.0,3,17.4,0.1,10.0,12.1,0.0,6,0.7193398003386512,0.6946583704589973,2
1740550936,26.201519525524564,77.22425138027026,33200,420,359,79,19.6,34,3.6,,1018.0,45,19.6,3.3,10.0,7.6,0.0,7,-0.0523359562429435,-0.9986295347545738,0
1740635765,26.201519525524564,77.22425138027026,36000,391,357,79,21.9,32,5.0,,1014.0,23,21.9,4.5,10.0,10.6,0.0,8,-0.0871557427476579,-0.9961946980917455,0
1738948672,26.201519525524564,77.22425138027026,38000,445,357,79,22.0,19,10.4,,1015.0,2,22.0,-2.6,10.0,19.5,6.0,100,-0.6946583704589976,0.7193398003386509,4
1739381499,26.201519525524564,77.22425138027026,38000,416,357,79,26.0,22,7.9,,1012.0,0,24.7,3.0,10.0,14.4,7.0,101,-0.5735764363510465,0.8191520442889916,1
1739465998,26.201519525524564,77.22425138027026,33975,420,357,79,27.7,12,14.4,,1012.0,0,25.7,-4.2,10.0,17.6,7.0,102,-0.7880107536067218,0.6156614753256585,4
1739553376,26.201519525524564,77.22425138027026,36025,428,357,79,26.8,19,10.4,,1010.0,5,25.1,1.3,10.0,18.8,7.0,103,-0.9993908270190958,-0.0348994967025007,1
1739985474,26.201519525524564,77.22425138027026,30000,441,37,79,28.4,24,5.8,,1009.0,49,26.7,6.1,10.0,8.9,7.0,104,-0.945518575599317,0.3255681544571563,3
1740246205,26.201519525524564,77.22425138027026,33975,394,357,79,27.2,23,14.8,,1014.0,20,25.6,4.2,10.0,21.6,7.0,105,-0.9335804264972016,0.3583679495453004,1
1740331626,26.201519525524564,77.22425138027026,36000,394,357,79,27.1,21,7.2,,1014.0,0,25.4,2.7,10.0,10.9,7.0,106,-0.8090169943749476,0.5877852522924729,1
1740416837,26.201519525524564,77.22425138027026,30000,422,357,79,27.4,18,5.0,,1015.0,4,25.5,1.1,10.0,8.0,7.0,107,-0.945518575599317,0.3255681544571563,1
1740503563,26.201519525524564,77.22425138027026,28000,415,359,79,29.1,22,5.4,,1015.0,27,27.2,5.4,10.0,8.4,7.0,108,-0.1564344650402311,0.9876883405951375,1
1738700095,26.201519525524564,77.22425138027026,33850,516,359,79,20.7,44,5.0,,1012.0,11,20.7,8.2,10.0,10.6,0.0,110,-0.1218693434051472,0.992546151641322,0
1739391868,26.201519525524564,77.22425138027026,38050,417,357,79,20.1,25,12.2,,1015.0,0,20.1,-0.7,10.0,25.7,0.0,111,0.224951054343865,0.9743700647852352,4
1739566304,26.201519525524564,77.22425138027026,33975,442,358,79,22.4,21,6.1,,1012.0,3,22.4,-1.0,10.0,12.9,0.0,112,-0.6427876096865393,-0.766044443118978,1
